filename,Cells,E coli,E. coli,bacilo,coco,ecoli
process_valid_meso338_jpg.rf.5337b5e4f2495ed7c323e02402c4d661.jpg,1,0,0,0,0,0
75_4_2_png_jpg.rf.b1b9a3d2c7fc1b4af15ee26ddb1300f2.jpg,0,0,0,1,0,0
process_valid_meso345_jpg.rf.c5727a825afb57880fb00e79b54ed516.jpg,1,0,0,0,0,0
process_valid_meso342_jpg.rf.dd51d53282da0b133d03b4e983eb045d.jpg,1,0,0,0,0,0
50_0_1_png_jpg.rf.f6b85a92bc515d7fa6b2b976b5433b01.jpg,0,0,0,1,0,0
34_0_0_png_jpg.rf.f7b17dbc26fd754dd41b7d8471a6d543.jpg,0,0,0,1,0,0
-BD-9-R3-E-coli-001_008-2_png.rf.af1676c46d8bfe8e9bb0c153823502e9.jpg,0,1,0,0,0,0
95_1_1_png_jpg.rf.60c07f63b0ec5ee72c03411dae59156b.jpg,0,0,0,1,0,0
process_valid_meso343_jpg.rf.26a52fe14b8a1815a437ba9e2bd976b5.jpg,1,0,0,0,0,0
35_0_1_png_jpg.rf.d0162871d73abd87d25e36c6dfd3ab54.jpg,0,0,0,1,0,0
42_0_0_png_jpg.rf.813c6fc8a9e42763e09e7fa7c8a9c3a5.jpg,0,0,0,1,0,0
Lab_200_png.rf.16921a475731e323a5b731b2bc20ac93.jpg,0,0,0,0,0,0
40_0_0_png_jpg.rf.53e285dd9772ef6b1b34b37db1af7b5d.jpg,0,0,0,1,1,0
Lab_19_png.rf.0eba59a2e645ba864a559231f4a21d37.jpg,0,1,0,0,0,0
Lab_80_png.rf.ab9b984c17911ea4b195e21d42405c42.jpg,0,0,1,0,0,0
32_0_0_png_jpg.rf.f239e83b269b81d204ff20d56427467a.jpg,0,0,0,1,0,0
Lab_97_png.rf.a557ed5937e08e8daa55d5d10c3d073f.jpg,0,0,0,0,0,0
Lab_188_png.rf.9be9fe2f103052ec4870429217bba10a.jpg,0,1,0,0,0,0
-BD-3-R3-E-coli-001_010-2_png.rf.471a0cd0602f70bd0311a725c6039076.jpg,0,1,0,0,0,0
Lab_194_png.rf.bfefd0b0a3915bd6b2693caac658ce64.jpg,0,1,0,0,0,0
31_0_1_png_jpg.rf.5002611b9a2b7f568bee36e5a2ec348c.jpg,0,0,0,1,0,0
Lab_94_png.rf.f3916a4f80a8695ef3f253f2a5dab180.jpg,0,0,0,0,0,0
Lab_22_png.rf.0d1214fbbe069642ec35018b58a9d5d4.jpg,0,0,0,0,0,0
Lab_2_png.rf.1e10efe4d1c062f0660f1d3cd5881dd0.jpg,0,1,0,0,0,0
Lab_192_png.rf.dcd024711843fc0f77637ec2c90e16a5.jpg,0,0,1,0,0,0
32_0_1_png_jpg.rf.2533413b023a631b85a9d6da4284878c.jpg,0,0,0,1,1,0
50_0_0_png_jpg.rf.0859c9b4e195172e6ee6f2efc7b7229b.jpg,0,0,0,1,0,0
Lab_9_png.rf.2ff455c36918c61ab26ce2da5f41deb0.jpg,0,0,1,0,0,0
95_2_1_png_jpg.rf.8208dd133890d447e73a64f793a4c7fe.jpg,0,0,0,1,0,0
Lab_99_png.rf.2e9b742c53ab3a2ba829a9978e76a71a.jpg,0,1,0,0,0,0
Lab_75_png.rf.1812bafc42823e4c5ac55353ca41233f.jpg,0,0,0,0,0,0
Lab_90_png.rf.030dec21ce1b6b9e50878f3691a51fdd.jpg,0,0,0,0,0,0
Lab_83_png.rf.fb64ad90ace71d3ab072504d774023d9.jpg,0,1,0,0,0,0
process_valid_meso344_jpg.rf.9ea7d63c29a104e699ee9870c3452134.jpg,1,0,0,0,0,0
process_valid_meso346_jpg.rf.d4afae6387d7e646bb4b7495a155847a.jpg,1,0,0,0,0,0
46_0_0_png_jpg.rf.96ad4533730b9c64660bc8555a5f9e48.jpg,0,0,0,1,1,0
55_1_1_png_jpg.rf.949580b19e1c0707621c930ed02a426e.jpg,0,0,0,1,0,0
55_0_0_png_jpg.rf.9ad5a80a9edcf5ca114bde0b3fb912ba.jpg,0,0,0,1,0,0
92_1_1_png_jpg.rf.0b42e70f4be49a242e88ce81639827e1.jpg,0,0,0,1,0,0
77_3_2_png_jpg.rf.c7e81a3d440c04b3aff241c5e7b56cad.jpg,0,0,0,1,0,0
77_2_1_png_jpg.rf.761071b8978fc0005b56b38a83fbf337.jpg,0,0,0,1,0,0
77_2_2_png_jpg.rf.e4e6249ed2b3f998ba91fc811ecc9a4d.jpg,0,0,0,1,0,0
-BD-6-R3-E-coli-001_002-2_png.rf.3ded8a1d6e3692d4fb0b4923252e5b56.jpg,0,1,0,0,0,0
77_1_2_png_jpg.rf.92bdf0c0756e4ae16f48ea70cc9bceec.jpg,0,0,0,1,0,0
77_3_1_png_jpg.rf.202349221bef0863d2e02659819205ac.jpg,0,0,0,1,0,0
frame_30_jpg.rf.b05520ccfd2bf6b40b7bfc5dfa98cfb6.jpg,0,1,0,0,0,0
frame_73_jpg.rf.944b248e8f0d57952e12c5113eea8d7e.jpg,0,1,0,0,0,0
Lab_234_png.rf.b9bea2408e310ff2c875e31adcd56c5e.jpg,0,1,0,0,0,0
-BD-6-R3-E-coli-001_005-2_png.rf.fea81d6afdd8e34c8c0f8f194aff776b.jpg,0,1,0,0,0,0
77_4_3_png_jpg.rf.772b2208e5083cd46f0890a26dc4f7e5.jpg,0,0,0,1,0,0
77_3_0_png_jpg.rf.cb5d764de9e5de866271de2d87ed8df3.jpg,0,0,0,1,0,0
77_2_3_png_jpg.rf.adf97c81028f2e1495783524d8e08b56.jpg,0,0,0,1,0,0
Lab_24_png.rf.8ac779f9b2df1a663db6617e26170467.jpg,0,0,0,0,0,0
77_4_2_png_jpg.rf.1e76eb2ae524d426a5da92d0f90e8f5f.jpg,0,0,0,1,0,0
Lab_240_png.rf.aba313ffcc229133e9fea2a12d1009d1.jpg,0,1,0,0,0,0
79_0_0_png_jpg.rf.f7ea2fd6004dcd4b023f3c501f5656b6.jpg,0,0,0,1,0,0
Lab_233_png.rf.e06929742cef0b878f9308e8ad565dfa.jpg,0,0,0,0,0,0
77_2_0_png_jpg.rf.9c43bbf55eb934f1cf1ea54d07897285.jpg,0,0,0,1,0,0
Lab_237_png.rf.0bab44321d8fe41438e593a7b9e39dd7.jpg,0,0,0,0,0,0
75_5_3_png_jpg.rf.c1bc47d2780546b2b07b97e756350c21.jpg,0,0,0,1,0,0
frame_33_jpg.rf.eacdd5b6b55f75bcaadba2b19826a95a.jpg,0,1,0,0,0,0
ecoli-2-_jpg.rf.a08fba11a5fa2133718db3950691f06f.jpg,0,0,0,0,0,1
77_3_3_png_jpg.rf.5b1e13f8b90cd9e0690e4c7e2662f16f.jpg,0,0,0,1,0,0
75_5_0_png_jpg.rf.9c2288ca98f8d3270b9914818244171f.jpg,0,0,0,1,0,0
Lab_257_png.rf.56d78ae2f3a4f434055d3ebd2bebe847.jpg,0,1,0,0,0,0
77_1_0_png_jpg.rf.67f49b8a0a8aa57695a6b741445b211c.jpg,0,0,0,1,0,0
79_0_2_png_jpg.rf.cbb02e76821741eeab595267592b1592.jpg,0,0,0,1,0,0
79_1_0_png_jpg.rf.79975e3fb1ec80c41d7f8f9e3d0a1a2c.jpg,0,0,0,1,0,0
77_0_1_png_jpg.rf.abd4665d2fde02b2b1baedb8767f163f.jpg,0,0,0,1,0,0
79_1_2_png_jpg.rf.7ad5a4d694d43a3e1c36d01726f78304.jpg,0,0,0,1,0,0
77_0_0_png_jpg.rf.06f848a3672adbaf242db3a34a40d453.jpg,0,0,0,1,0,0
Lab_247_png.rf.3fd9f880cc4bb30a8a400d7f48fc3d51.jpg,0,1,0,0,0,0
79_2_1_png_jpg.rf.278e585ac80297ee2fe5a9351fc91344.jpg,0,0,0,1,0,0
79_0_1_png_jpg.rf.c7d638e370056b9040dfc9910bd7d28a.jpg,0,0,0,1,0,0
Lab_244_png.rf.c63d1a65f837f9b98b033a2dd2a66d3b.jpg,0,0,1,0,0,0
77_1_1_png_jpg.rf.d8de7183d1997a2fbdbceed3a9ff5aa9.jpg,0,0,0,1,0,0
77_4_0_png_jpg.rf.5b31ed3229482129d3bd185df5ecf361.jpg,0,0,0,1,0,0
79_2_0_png_jpg.rf.7116397af6bcc856c6c4cf18605da53d.jpg,0,0,0,1,0,0
