filename,Staphylococcus - v2 2024-08-28 7-05am
staphylococcus330_jpg.rf.921277bebc0df3fd64ab7f163de509b1.jpg,1
staphylococcus472_jpg.rf.7e88852bfe6747d9b6f9254b124ee144.jpg,1
staphylococcus558_jpg.rf.81e85d54d620d143708955e66202df64.jpg,1
staphylococcus744_jpg.rf.a4e10d6ed177f348f4cf7960bd6393ca.jpg,1
staphylococcus703_jpg.rf.694d71cd877474d3c60bb2ccb9dc4d70.jpg,1
staphylococcus740_jpg.rf.02f1ae416eb3fdf4a76e7853594e1c5b.jpg,1
staphylococcus461_jpg.rf.ce2a7266f6f1e7b59fbb1f63a4ac51fe.jpg,1
staphylococcus706_jpg.rf.58be04d14ae9bcd9a6f2cd07fe6622b7.jpg,1
staphylococcus428_jpg.rf.9939b92db7bc88c87985d2d43648d26d.jpg,1
staphylococcus470_jpg.rf.e533bce1c9c08bbda340b6c63a68ee07.jpg,1
staphylococcus757_jpg.rf.5beae6e3c3a9d2f05c6c91cec4412578.jpg,1
staphylococcus512_jpg.rf.487a3d20fe18d8603bab2459591f3dbd.jpg,1
staphylococcus580_jpg.rf.773a7163ee58d13c90f3370e57ff60ea.jpg,1
staphylococcus713_jpg.rf.891b0b53751b07472af3fe4d914143a0.jpg,1
staphylococcus501_jpg.rf.40796b6c14db2d66973421e169a3d57e.jpg,1
staphylococcus528_jpg.rf.cccaa0bc636c4e69d4e0be5f30085a20.jpg,1
staphylococcus718_jpg.rf.119ecc2f87142818103fc6b91d953649.jpg,1
staphylococcus380_jpg.rf.dd4651635698a576d3f2e55c9af2029a.jpg,1
staphylococcus752_jpg.rf.fb8ce2680a913aabcc6d4f21c17e2f27.jpg,1
staphylococcus479_jpg.rf.1ed75ebbdc41a949b8d3c7c0a4b8658c.jpg,1
staphylococcus526_jpg.rf.a50146da2ef97885580ffccf3b35ae5c.jpg,1
staphylococcus704_jpg.rf.1f67ab0f23b1c9f840db2c5c746f4ec3.jpg,1
staphylococcus314_jpg.rf.43a045fb88d8f97444c4a8a41f9e3086.jpg,1
staphylococcus466_jpg.rf.21f8ae25689d3458e88fed0d6b7bbda1.jpg,1
staphylococcus731_jpg.rf.3569d316358fed59f3df14027ed096e2.jpg,1
staphylococcus707_jpg.rf.54e00aa581fa46beb1dabbc333fc5c45.jpg,1
